rok,kraj,strana_cislo,strana_nazev,kandidat_cislo,kandidat,kandidat_vek,navrhujici_strana,prislusnost,prednostni_hlasy_abs,prednostni_hlasy_pct,mandat,poradi
1996,kraj Praha,7,DEU,12,Abraham Jiří doc.MUDr.,64,NA,NA,608,1.96,,12
1996,kraj Praha,13,ČMUS,3,Adamčík František Mgr.,48,NA,NA,18,2.26,,3
1996,kraj Praha,7,DEU,24,Adamec Ladislav,47,NA,NA,58,0.18,,24
1996,kraj Praha,15,KSČM,23,Ambrož Pavel,37,NA,NA,92,0.17,,21
1996,kraj Praha,9,SČK,35,Antoš Přemek,74,NA,NA,0,0,,35
1996,kraj Praha,1,SD-LSNS,33,Babáček Jan,51,NA,NA,23,0.1,,33
1996,kraj Praha,12,SDL,10,Bača Jaroslav,40,NA,NA,1,0.23,,10
1996,kraj Praha,12,SDL,32,Baláž Ludevit,50,NA,NA,1,0.23,,31
1996,kraj Praha,5,NEZ,8,Barchánek Michael Ing.,47,NA,NA,23,1.03,,8
1996,kraj Praha,13,ČMUS,11,Bartoš Ladislav,47,NA,NA,8,1,,11
1996,kraj Praha,11,DŽJ,13,Bartoš Zdeněk,64,NA,NA,59,0.46,,13
1996,kraj Praha,2,ČSSD,4,Bašta Jaroslav,48,NA,NA,3131,2.37,*,4
1996,kraj Praha,8,ODA,9,Bátora Ladislav Ing.PhBc.,44,NA,NA,344,0.5,,6
1996,kraj Praha,11,DŽJ,4,Beránek Karel,59,NA,NA,185,1.46,,4
1996,kraj Praha,18,LB,25,Beránek Karel Ing.arch.,43,NA,NA,22,0.19,,25
1996,kraj Praha,16,SZ,11,Beranovský Jiří Ing.,28,NA,NA,0,0,,11
1996,kraj Praha,5,NEZ,4,Berka Karel Ing.,56,NA,NA,73,3.28,,4
1996,kraj Praha,5,NEZ,14,Bernard Václav Mgr.,42,NA,NA,12,0.54,,13
1996,kraj Praha,16,SZ,7,Biedrmannová Carola JUDr.,48,NA,NA,0,0,,7
1996,kraj Praha,17,SPR-RSČ,16,Bílková Anežka,64,NA,NA,97,0.36,,15
1996,kraj Praha,17,SPR-RSČ,22,Bílý Karel,57,NA,NA,36,0.13,,21
1996,kraj Praha,16,SZ,8,"Binek, CSc. Bedřich Ing.",69,NA,NA,0,0,,8
1996,kraj Praha,13,ČMUS,21,Bobčík Radoslav JUDr.,62,NA,NA,5,0.63,,21
1996,kraj Praha,18,LB,5,Boček Jaroslav,64,NA,NA,365,3.19,,5
1996,kraj Praha,12,SDL,19,"Boubelík, CSc. Michael RNDr.",49,NA,NA,1,0.23,,18
1996,kraj Praha,15,KSČM,24,Bouša Vladimír RSDr.,48,NA,NA,229,0.43,,22
1996,kraj Praha,11,DŽJ,33,Boušová Dagmar,58,NA,NA,21,0.16,,33
1996,kraj Praha,9,SČK,7,Brož Václav,54,NA,NA,0,0,,7
1996,kraj Praha,9,SČK,13,Brunnerová Marie,64,NA,NA,0,0,,13
1996,kraj Praha,10,KDU-ČSL,22,"Bruthans, CSc. Jan MUDr.",48,NA,NA,324,0.85,,20
1996,kraj Praha,11,DŽJ,18,Brzobohatá Jana,70,NA,NA,60,0.47,,18
1996,kraj Praha,11,DŽJ,21,Burda Josef dipl.tech.,70,NA,NA,14,0.11,,21
1996,kraj Praha,3,ODS,8,Bureš Eduard MUDr.,54,NA,NA,3707,1.2,*,8
1996,kraj Praha,4,PB,10,Bureš Zdeněk,67,NA,NA,0,0,,10
1996,kraj Praha,10,KDU-ČSL,27,Burgr Petr,43,NA,NA,178,0.46,,25
1996,kraj Praha,13,ČMUS,16,Burianová Hana Mgr.,40,NA,NA,28,3.53,,16
1996,kraj Praha,13,ČMUS,23,Burýsek Vítězslav,55,NA,NA,1,0.12,,23
1996,kraj Praha,2,ČSSD,1,Buzková Petra JUDr.,30,NA,NA,19081,14.49,*,1
1996,kraj Praha,18,LB,23,Cerňáková Marie,35,NA,NA,12,0.1,,23
1996,kraj Praha,17,SPR-RSČ,2,Cerqueirová Andrea,23,NA,NA,1360,5.18,,1
1996,kraj Praha,17,SPR-RSČ,10,Cincibuch Pavel,69,NA,NA,122,0.46,,9
1996,kraj Praha,17,SPR-RSČ,27,Ciplová Marcela,55,NA,NA,194,0.73,,26
1996,kraj Praha,13,ČMUS,24,Cucová Soňa Ing.,62,NA,NA,1,0.12,,24
1996,kraj Praha,13,ČMUS,15,Cupková Zdeňka JUDr.,50,NA,NA,31,3.9,,15
1996,kraj Praha,12,SDL,3,Čajkovský Ondrej Ing.,42,NA,NA,11,2.63,,3
1996,kraj Praha,15,KSČM,18,Čapka Cyril Ing.,47,NA,NA,98,0.18,,16
1996,kraj Praha,2,ČSSD,2,Čech František,52,NA,NA,7783,5.91,*,2
1996,kraj Praha,16,SZ,2,Čemus Petr Ing.,43,NA,NA,0,0,,2
1996,kraj Praha,5,NEZ,10,Čepl Zdeněk Mgr.,35,NA,NA,30,1.35,,10
1996,kraj Praha,9,SČK,17,Čermák František,45,NA,NA,0,0,,17
1996,kraj Praha,11,DŽJ,12,Čermák Luděk Ing.,55,NA,NA,264,2.08,,12
1996,kraj Praha,4,PB,3,Černík Milan,53,NA,NA,0,0,,3
1996,kraj Praha,7,DEU,13,Černohubý Petr Ing.,40,NA,NA,219,0.7,,13
1996,kraj Praha,10,KDU-ČSL,30,Černý Josef Mgr.,50,NA,NA,103,0.27,,28
1996,kraj Praha,16,SZ,23,Černý Vladimír Ing.,64,NA,NA,0,0,,23
1996,kraj Praha,18,LB,32,Činčura Jaroslav,44,NA,NA,32,0.28,,32
1996,kraj Praha,10,KDU-ČSL,24,Čížek Václav,53,NA,NA,152,0.4,,22
1996,kraj Praha,10,KDU-ČSL,28,Čižinský Pavel Ing.,60,NA,NA,252,0.66,,26
1996,kraj Praha,15,KSČM,16,Čunátová Jana,51,NA,NA,194,0.36,,14
1996,kraj Praha,2,ČSSD,11,"David, CSc. Ivan MUDr.",43,NA,NA,2528,1.92,,6
1996,kraj Praha,10,KDU-ČSL,4,"Decker, CSc. Jan Ing.",34,NA,NA,1254,3.3,,2
1996,kraj Praha,1,SD-LSNS,1,Dienstbier Jiří,59,NA,NA,3611,17.21,,1
1996,kraj Praha,1,SD-LSNS,30,Dienstbier Ondřej,53,NA,NA,209,0.99,,30
1996,kraj Praha,17,SPR-RSČ,25,Dítko Petr,59,NA,NA,45,0.17,,24
1996,kraj Praha,15,KSČM,6,Dolejš Jiří Ing.,35,NA,NA,746,1.42,,4
1996,kraj Praha,1,SD-LSNS,29,Dolejš Pavel,33,NA,NA,54,0.25,,29
1996,kraj Praha,10,KDU-ČSL,8,Doležal Aleš Mgr.,26,NA,NA,246,0.64,,6
1996,kraj Praha,3,ODS,18,Doležal Vladimír Ing.,31,NA,NA,823,0.26,,7
1996,kraj Praha,12,SDL,24,Donátová Věnceslava,61,NA,NA,0,0,,23
1996,kraj Praha,1,SD-LSNS,17,Dousek Josef,49,NA,NA,135,0.64,,17
1996,kraj Praha,9,SČK,21,Doušek Jan,56,NA,NA,0,0,,21
1996,kraj Praha,5,NEZ,17,Doušová Věra PhDr.,48,NA,NA,53,2.38,,16
1996,kraj Praha,16,SZ,35,Drahan Jaroslav,48,NA,NA,0,0,,35
1996,kraj Praha,11,DŽJ,29,Drsková Olga,65,NA,NA,1,0,,29
1996,kraj Praha,3,ODS,31,Dub Tomáš Ing.,28,NA,NA,845,0.27,,20
1996,kraj Praha,10,KDU-ČSL,20,Duchek Karel,52,NA,NA,152,0.4,,18
1996,kraj Praha,2,ČSSD,34,Durchánková Jana,36,NA,NA,617,0.46,,29
1996,kraj Praha,9,SČK,33,Dvorský Milan,62,NA,NA,0,0,,33
1996,kraj Praha,1,SD-LSNS,21,Dvořák Ivan,40,NA,NA,57,0.27,,21
1996,kraj Praha,15,KSČM,25,Dvořák Jaromír,49,NA,NA,58,0.11,,23
1996,kraj Praha,16,SZ,32,Dvořák Miroslav,66,NA,NA,0,0,,32
1996,kraj Praha,15,KSČM,26,Dvořáková Stanislava,44,NA,NA,91,0.17,,24
1996,kraj Praha,7,DEU,34,Efler Zdeněk,37,NA,NA,106,0.34,,34
1996,kraj Praha,12,SDL,6,Entler Eduard PhDr.,39,NA,NA,23,5.5,,6
1996,kraj Praha,1,SD-LSNS,2,Erhart Otakar JUDr.,69,NA,NA,460,2.19,,2
1996,kraj Praha,15,KSČM,1,"Exner, CSc. Václav RNDr.",53,NA,NA,2807,5.34,*,1
1996,kraj Praha,7,DEU,23,Exner Pavel,45,NA,NA,108,0.34,,23
1996,kraj Praha,3,ODS,35,Fafejtová Jana Ing.,57,NA,NA,598,0.19,,24
1996,kraj Praha,13,ČMUS,4,Faix Aleš,40,NA,NA,22,2.77,,4
1996,kraj Praha,12,SDL,29,Fečová Olga,54,NA,NA,2,0.47,,28
1996,kraj Praha,7,DEU,16,"Fencl, CSc. Jiří Ing.",56,NA,NA,438,1.41,,16
1996,kraj Praha,3,ODS,22,Fiala Jaroslav,28,NA,NA,536,0.17,,11
1996,kraj Praha,1,SD-LSNS,5,Fiala Petr MUDr.Ing.,43,NA,NA,856,4.08,,5
1996,kraj Praha,15,KSČM,3,"Fischer, CSc. Stanislav Ing.",59,NA,NA,827,1.57,,1
1996,kraj Praha,8,ODA,19,Forman Petr Ing.,48,NA,NA,215,0.31,,16
1996,kraj Praha,20,CAO,1,Fořt Jan MUDr.,61,NA,NA,0,0,,1
1996,kraj Praha,4,PB,4,Franc Jiří,63,NA,NA,0,0,,4
1996,kraj Praha,17,SPR-RSČ,3,Frančák Jan,55,NA,NA,291,1.1,,2
1996,kraj Praha,18,LB,9,Franzlová Olga Mgr.,39,NA,NA,163,1.42,,9
1996,kraj Praha,10,KDU-ČSL,5,Freiová Michaela,53,NA,NA,1028,2.7,,3
1996,kraj Praha,5,NEZ,22,Friedmanová Anna,48,NA,NA,20,0.9,,20
1996,kraj Praha,2,ČSSD,20,Frkal Jiří Ing.,46,NA,NA,244,0.18,,15
1996,kraj Praha,13,ČMUS,10,Fröhlich Vladimír,48,NA,NA,10,1.26,,10
1996,kraj Praha,13,ČMUS,29,Fröhlichová Naděžda,71,NA,NA,6,0.75,,29
1996,kraj Praha,16,SZ,15,Frühauf Ivan Ing.,42,NA,NA,0,0,,15
1996,kraj Praha,14,ČP,2,Fuchsová Hana,43,NA,NA,9,2.88,,2
1996,kraj Praha,20,CAO,22,Gabriel Jiří,55,NA,NA,0,0,,20
1996,kraj Praha,12,SDL,34,Gadžo Béla,45,NA,NA,1,0.23,,33
1996,kraj Praha,20,CAO,8,Ganzwohl Vladimír Dr.,67,NA,NA,0,0,,7
1996,kraj Praha,3,ODS,30,Gärtnerová Aranka,35,NA,NA,710,0.22,,19
1996,kraj Praha,1,SD-LSNS,36,Georgiev Robert,21,NA,NA,136,0.64,,36
1996,kraj Praha,17,SPR-RSČ,6,Gierich Alois,60,NA,NA,124,0.47,,5
1996,kraj Praha,3,ODS,15,Gjurič Andrej PhDr.,57,NA,NA,3633,1.17,,4
1996,kraj Praha,7,DEU,29,Glacner Otto,58,NA,NA,19,0.06,,29
1996,kraj Praha,5,NEZ,6,Gosmanová Jana PhDr.,54,NA,NA,180,8.1,,6
1996,kraj Praha,7,DEU,6,Grohman Jiří,70,NA,NA,124,0.4,,6
1996,kraj Praha,1,SD-LSNS,11,Grošpic Ivan Ing.,51,NA,NA,133,0.63,,11
1996,kraj Praha,7,DEU,36,Gruntová Antonie,48,NA,NA,112,0.36,,36
1996,kraj Praha,2,ČSSD,28,Gubín Oleg,60,NA,NA,232,0.17,,23
1996,kraj Praha,18,LB,30,Gulkášová Jozefa,56,NA,NA,13,0.11,,30
1996,kraj Praha,12,SDL,12,Guth Ivan JUDr.,52,NA,NA,10,2.39,,11
1996,kraj Praha,12,SDL,5,Guthová Ivana,22,NA,NA,9,2.15,,5
1996,kraj Praha,8,ODA,35,Hagel Karel Ing.,45,NA,NA,75,0.11,,32
1996,kraj Praha,10,KDU-ČSL,36,Haicl Petr MUDr.,42,NA,NA,317,0.83,,34
1996,kraj Praha,12,SDL,7,Hais Karel JUDr.,43,NA,NA,8,1.91,,7
1996,kraj Praha,17,SPR-RSČ,4,Hajíček Roman,28,NA,NA,470,1.79,,3
1996,kraj Praha,3,ODS,34,Hák Jiří,25,NA,NA,549,0.17,,23
1996,kraj Praha,16,SZ,36,Hakenová Jana,60,NA,NA,0,0,,36
1996,kraj Praha,8,ODA,28,Hanák Petr Mgr.,29,NA,NA,374,0.55,,25
1996,kraj Praha,1,SD-LSNS,19,Hanuš Miloslav,35,NA,NA,65,0.3,,19
1996,kraj Praha,7,DEU,21,Haralík Ferdinand,70,NA,NA,24,0.07,,21
1996,kraj Praha,7,DEU,25,"Hartman, DrSc. Miloslav doc.Ing.",58,NA,NA,150,0.48,,25
1996,kraj Praha,13,ČMUS,1,Hartmannová Ludmila Ing.,56,NA,NA,34,4.28,,1
1996,kraj Praha,17,SPR-RSČ,11,Havelka Milan,61,NA,NA,98,0.37,,10
1996,kraj Praha,1,SD-LSNS,14,"Havlíček, CSc. Jaroslav Doc.RNDr.",55,NA,NA,220,1.04,,14
1996,kraj Praha,12,SDL,15,Havlíková Věra PhDr.,64,NA,NA,3,0.71,,14
1996,kraj Praha,15,KSČM,31,Hejduk Stanislav Ing.,69,NA,NA,122,0.23,,29
1996,kraj Praha,8,ODA,17,Heller Josef Ing.,53,NA,NA,892,1.31,,14
1996,kraj Praha,17,SPR-RSČ,30,Henzl Jiří,35,NA,NA,45,0.17,,29
1996,kraj Praha,8,ODA,27,Hermann Jiří Mgr.,44,NA,NA,144,0.21,,24
1996,kraj Praha,3,ODS,21,Hirš Pavel Ing.,54,NA,NA,1204,0.38,,10
1996,kraj Praha,7,DEU,9,"Hladovec, CSc. Josef doc.MUDr.",71,NA,NA,540,1.74,,9
1996,kraj Praha,15,KSČM,34,Hlaváč Jaroslav Ing.,66,NA,NA,99,0.18,,32
1996,kraj Praha,18,LB,15,Hloušek Karel,50,NA,NA,30,0.26,,15
1996,kraj Praha,15,KSČM,9,Hoffman František JUDr.,44,NA,NA,988,1.88,,7
1996,kraj Praha,17,SPR-RSČ,34,Holoubek Petr,59,NA,NA,50,0.19,,33
1996,kraj Praha,18,LB,6,Holub Jiří,52,NA,NA,112,0.98,,6
1996,kraj Praha,12,SDL,13,Honc Václav Ing.,57,NA,NA,3,0.71,,12
1996,kraj Praha,3,ODS,32,Honová Jaroslava Ing.,37,NA,NA,532,0.17,,21
1996,kraj Praha,10,KDU-ČSL,29,Hora Václav,51,NA,NA,19,0.05,,27
1996,kraj Praha,18,LB,21,Horešovský Oldřich,62,NA,NA,14,0.12,,21
1996,kraj Praha,12,SDL,14,Hornych Jaroslav MUDr.,45,NA,NA,6,1.43,,13
1996,kraj Praha,18,LB,33,Hoskovec Jaroslav,41,NA,NA,14,0.12,,33
1996,kraj Praha,10,KDU-ČSL,18,Hošek Marián MUDr.,45,NA,NA,557,1.46,,16
1996,kraj Praha,9,SČK,15,Houdek Petr,46,NA,NA,0,0,,15
1996,kraj Praha,3,ODS,29,Hrdinová Věra,49,NA,NA,635,0.2,,18
1996,kraj Praha,9,SČK,22,Hrůzová Marie,58,NA,NA,0,0,,22
1996,kraj Praha,1,SD-LSNS,25,Hubená Marcela,26,NA,NA,125,0.59,,25
1996,kraj Praha,18,LB,11,"Hudeček, CSc. Jiří RNDr.",42,NA,NA,203,1.77,,11
1996,kraj Praha,4,PB,8,Hudlička Miroslav,43,NA,NA,0,0,,8
1996,kraj Praha,16,SZ,18,Hudlička Petr,25,NA,NA,0,0,,18
1996,kraj Praha,2,ČSSD,3,Hulinský Petr,28,NA,NA,2075,1.57,*,3
1996,kraj Praha,7,DEU,32,Hustoles František Ing.,36,NA,NA,88,0.28,,32
1996,kraj Praha,13,ČMUS,7,Hutař Jan JUDr.,47,NA,NA,33,4.16,,7
1996,kraj Praha,13,ČMUS,2,Hyková Blanka JUDr.,49,NA,NA,41,5.17,,2
1996,kraj Praha,16,SZ,22,Hýsek Tomáš,27,NA,NA,0,0,,22
1996,kraj Praha,12,SDL,18,Chlanová Jana,33,NA,NA,2,0.47,,17
1996,kraj Praha,11,DŽJ,6,Chlupáčová Zuzana JUDr.,40,NA,NA,472,3.73,,6
1996,kraj Praha,2,ČSSD,24,Choděra Jan JUDr.,48,NA,NA,1618,1.22,,19
1996,kraj Praha,10,KDU-ČSL,10,Choděra Oldřich JUDr.PhDr.,47,NA,NA,1320,3.47,,8
1996,kraj Praha,8,ODA,22,Chudomelová Helena JUDr.,45,NA,NA,345,0.51,,19
1996,kraj Praha,9,SČK,4,"Chvála, DrCs. Břetislav Prof.Ing.",72,NA,NA,0,0,,4
1996,kraj Praha,9,SČK,30,Chválová Olga,65,NA,NA,0,0,,30
1996,kraj Praha,16,SZ,3,Jachnin Petr Mgr.,37,NA,NA,0,0,,3
1996,kraj Praha,9,SČK,27,Jakubík Ladislav,38,NA,NA,0,0,,27
1996,kraj Praha,20,CAO,17,Janatka Miroslav,58,NA,NA,0,0,,15
1996,kraj Praha,11,DŽJ,7,Janečka Jaroslav,71,NA,NA,109,0.86,,7
1996,kraj Praha,18,LB,31,Jankuj Milan,51,NA,NA,5,0.04,,31
1996,kraj Praha,11,DŽJ,3,Janoušková Jindřiška JUDr.,58,NA,NA,455,3.6,,3
1996,kraj Praha,9,SČK,16,Jarka Jiří,67,NA,NA,0,0,,16
1996,kraj Praha,15,KSČM,36,Jaroš Vítězslav JUDr.,53,NA,NA,150,0.28,,34
1996,kraj Praha,9,SČK,20,Javůrek Karel,52,NA,NA,0,0,,20
1996,kraj Praha,9,SČK,12,Jedlovec Jan,47,NA,NA,0,0,,12
1996,kraj Praha,17,SPR-RSČ,9,Jelínek Pavel,37,NA,NA,314,1.19,,8
1996,kraj Praha,10,KDU-ČSL,14,"Jelínková, CSc. Eliška Doc.RNDr.",54,NA,NA,451,1.18,,12
1996,kraj Praha,12,SDL,16,Jenerál Jaroslav,51,NA,NA,12,2.87,,15
1996,kraj Praha,1,SD-LSNS,15,Jeníček Jan JUDr.,48,NA,NA,99,0.47,,15
1996,kraj Praha,8,ODA,7,Ježek Josef Ing.,39,NA,NA,1343,1.98,,4
1996,kraj Praha,3,ODS,36,Jirava Petr Ing.,47,NA,NA,1236,0.4,,25
1996,kraj Praha,10,KDU-ČSL,21,"Jirsák, CSc. Tomáš RNDr.",58,NA,NA,368,0.96,,19
1996,kraj Praha,2,ČSSD,22,Juhász Štěpán,62,NA,NA,510,0.38,,17
1996,kraj Praha,15,KSČM,5,Jumr Václav JUDr.,61,NA,NA,988,1.88,,3
1996,kraj Praha,15,KSČM,19,Jůn Jiří,49,NA,NA,109,0.2,,17
1996,kraj Praha,20,CAO,20,Kadlec Jan,46,NA,NA,0,0,,18
1996,kraj Praha,8,ODA,10,Kadlec Jaromír Ing.,40,NA,NA,344,0.5,,7
1996,kraj Praha,9,SČK,34,Kadlec Karel,62,NA,NA,0,0,,34
1996,kraj Praha,9,SČK,6,Kalajdžievová Katarina Mgr.,50,NA,NA,0,0,,6
1996,kraj Praha,8,ODA,14,"Kalina, CSc. Pavel PhDr.",30,NA,NA,1102,1.62,,11
1996,kraj Praha,2,ČSSD,10,Kalivoda Jan PhDr.,43,NA,NA,1703,1.29,,5
1996,kraj Praha,16,SZ,33,Kaloš Ludvík,68,NA,NA,0,0,,33
1996,kraj Praha,8,ODA,1,Kalvoda Jan JUDr.,42,NA,NA,8326,12.31,*,1
1996,kraj Praha,2,ČSSD,9,Kantůrek Jiří,64,NA,NA,5181,3.93,,4
1996,kraj Praha,8,ODA,21,Kaplán Ivo Ing.,35,NA,NA,60,0.08,,18
1996,kraj Praha,16,SZ,21,Kardová Marie,49,NA,NA,0,0,,21
1996,kraj Praha,4,PB,7,Kareš Josef,76,NA,NA,0,0,,7
1996,kraj Praha,9,SČK,31,Kasa Miroslav Ing.,57,NA,NA,0,0,,31
1996,kraj Praha,15,KSČM,10,Kassl Emil,45,NA,NA,326,0.62,,8
1996,kraj Praha,2,ČSSD,6,Kavan Jan,49,NA,NA,4908,3.72,,1
1996,kraj Praha,2,ČSSD,21,Kechner Otto,39,NA,NA,110,0.08,,16
1996,kraj Praha,11,DŽJ,34,Kejhová Miluše,70,NA,NA,30,0.23,,34
1996,kraj Praha,5,NEZ,11,Kiššová Magdaléna MUDr.,51,NA,NA,97,4.36,,11
1996,kraj Praha,3,ODS,12,Kladívko Tomáš,38,NA,NA,1815,0.58,,1
1996,kraj Praha,20,CAO,23,Klemperová Marta,71,NA,NA,0,0,,21
1996,kraj Praha,1,SD-LSNS,26,Klézl Zdeněk MUDr.,39,NA,NA,256,1.22,,26
1996,kraj Praha,3,ODS,28,Klíma Jiří RNDr.,40,NA,NA,406,0.13,,17
1996,kraj Praha,18,LB,14,Kliment Stanislav,44,NA,NA,21,0.18,,14
1996,kraj Praha,12,SDL,8,Kloud Ivan Ing.,51,NA,NA,1,0.23,,8
1996,kraj Praha,10,KDU-ČSL,23,Kloud Karel Ing.,45,NA,NA,1189,3.13,,21
1996,kraj Praha,7,DEU,31,Kluzová Darja JUDr.,70,NA,NA,157,0.5,,31
1996,kraj Praha,7,DEU,20,Kmínek Josef,49,NA,NA,69,0.22,,20
1996,kraj Praha,11,DŽJ,5,"Knappová, DrSc. Marta JUDr.",70,NA,NA,370,2.92,,5
1996,kraj Praha,3,ODS,23,Kocourek Martin,29,NA,NA,1494,0.48,,12
1996,kraj Praha,3,ODS,5,Koháček Petr,44,NA,NA,2428,0.78,*,5
1996,kraj Praha,13,ČMUS,8,Kojda Jaroslav JUDr.,46,NA,NA,14,1.76,,8
1996,kraj Praha,11,DŽJ,35,Kolář Stanislav,48,NA,NA,70,0.55,,35
1996,kraj Praha,5,NEZ,24,Kolářová Marie Ing.,49,NA,NA,20,0.9,,22
1996,kraj Praha,3,ODS,7,Kolářová Milena MUDr.,35,NA,NA,4716,1.52,*,7
1996,kraj Praha,16,SZ,12,Konvalinová Ivana,32,NA,NA,0,0,,12
1996,kraj Praha,13,ČMUS,34,Kopicová Marta,45,NA,NA,3,0.37,,34
1996,kraj Praha,15,KSČM,20,Kopřiva Vladimír,47,NA,NA,287,0.54,,18
1996,kraj Praha,10,KDU-ČSL,12,Kořán Jan JUDr.,38,NA,NA,416,1.09,,10
1996,kraj Praha,20,CAO,24,Kořínek Petr Ing.,37,NA,NA,0,0,,22
1996,kraj Praha,2,ČSSD,5,"Kořínková, CSc. Květoslava Ing.",55,NA,NA,11283,8.57,*,5
1996,kraj Praha,16,SZ,14,Kosinová René,38,NA,NA,0,0,,14
1996,kraj Praha,2,ČSSD,18,Koskuba Jiří MUDr.,40,NA,NA,1507,1.14,,13
1996,kraj Praha,17,SPR-RSČ,14,Košek Jaromír,38,NA,NA,265,1.01,,13
1996,kraj Praha,13,ČMUS,20,Košťál Ladislav Ing.,65,NA,NA,2,0.25,,20
1996,kraj Praha,4,PB,6,Kotouček Vlastislav,45,NA,NA,0,0,,6
1996,kraj Praha,11,DŽJ,28,Koutenský Eduard,56,NA,NA,48,0.37,,28
1996,kraj Praha,20,CAO,12,Kovářík Jan,55,NA,NA,0,0,,11
1996,kraj Praha,19,HSMSMNSJ,3,Kovářová Helena,44,NA,NA,0,0,,3
1996,kraj Praha,20,CAO,10,"Kracík, CSc. Jiří Doc.Dr.",56,NA,NA,0,0,,9
1996,kraj Praha,15,KSČM,30,Král Jan,34,NA,NA,43,0.08,,28
1996,kraj Praha,3,ODS,13,Krámek Jan,50,NA,NA,929,0.3,,2
1996,kraj Praha,17,SPR-RSČ,1,Krampera Zdeněk,44,NA,NA,1273,4.85,*,1
1996,kraj Praha,13,ČMUS,22,Kráslová Věra,66,NA,NA,9,1.13,,22
1996,kraj Praha,13,ČMUS,19,Krátká Dana,44,NA,NA,19,2.39,,19
1996,kraj Praha,13,ČMUS,33,Krátký Miloslav,45,NA,NA,11,1.38,,33
1996,kraj Praha,16,SZ,27,Krátký Vladimír JUDr.,67,NA,NA,0,0,,27
1996,kraj Praha,7,DEU,3,Kraus Pavel,60,NA,NA,324,1.04,,3
1996,kraj Praha,8,ODA,31,Krčmář Vlastislav Ing.,44,NA,NA,37,0.05,,28
1996,kraj Praha,3,ODS,19,Krejčí Petr Ing.,51,NA,NA,494,0.15,,8
1996,kraj Praha,11,DŽJ,1,Kremlička Eduard,66,NA,NA,424,3.35,,1
1996,kraj Praha,17,SPR-RSČ,36,Krlín Jiří,48,NA,NA,88,0.33,,35
1996,kraj Praha,12,SDL,31,Krupička Antonín,44,NA,NA,0,0,,30
1996,kraj Praha,2,ČSSD,7,Křeček Stanislav JUDr.,58,NA,NA,10125,7.69,,2
1996,kraj Praha,11,DŽJ,36,Křemel Eduard,76,NA,NA,30,0.23,,36
1996,kraj Praha,15,KSČM,27,Křen Dušan,43,NA,NA,47,0.08,,25
1996,kraj Praha,16,SZ,29,Křístek František,53,NA,NA,0,0,,29
1996,kraj Praha,18,LB,7,Křížek František,49,NA,NA,28,0.24,,7
1996,kraj Praha,18,LB,4,Křížová Helena JUDr.,47,NA,NA,232,2.03,,4
1996,kraj Praha,15,KSČM,17,"Kubát, CSc. Čestmír JUDr.",40,NA,NA,1094,2.08,,15
1996,kraj Praha,1,SD-LSNS,6,Kubek Milan MUDr.,28,NA,NA,1032,4.92,,6
1996,kraj Praha,11,DŽJ,9,Kubíček Bohumil Ing.,62,NA,NA,134,1.06,,9
1996,kraj Praha,13,ČMUS,5,Kučera Jiří JUDr.,41,NA,NA,21,2.64,,5
1996,kraj Praha,1,SD-LSNS,8,Kučera Michael JUDr.,41,NA,NA,280,1.33,,8
1996,kraj Praha,16,SZ,13,Kučerová Ivana,33,NA,NA,0,0,,13
1996,kraj Praha,8,ODA,26,Kuchyňa Jaroslav,32,NA,NA,133,0.19,,23
1996,kraj Praha,20,CAO,11,Kukačka Jan,52,NA,NA,0,0,,10
1996,kraj Praha,20,CAO,3,Kulhánek Eduard Ing.,46,NA,NA,0,0,,3
1996,kraj Praha,16,SZ,6,Kutý Jan,34,NA,NA,0,0,,6
1996,kraj Praha,20,CAO,18,Kuvíková Iva,56,NA,NA,0,0,,16
1996,kraj Praha,8,ODA,4,Kužílek Oldřich Ing.Mgr.,40,NA,NA,3338,4.93,,1
1996,kraj Praha,2,ČSSD,19,Kužvart Miloš RNDr.,35,NA,NA,930,0.7,,14
1996,kraj Praha,19,HSMSMNSJ,2,Kylar Leoš Ing.,30,NA,NA,0,0,,2
1996,kraj Praha,9,SČK,36,Lacika Anton Ing.,68,NA,NA,0,0,,36
1996,kraj Praha,8,ODA,36,"Ladin, CSc. Valerij PhDr.",42,NA,NA,108,0.15,,33
1996,kraj Praha,17,SPR-RSČ,7,Laibrt Jan,51,NA,NA,330,1.25,,6
1996,kraj Praha,16,SZ,1,Lanč Radek Ing.,29,NA,NA,0,0,,1
1996,kraj Praha,9,SČK,19,Landsman Miloš,54,NA,NA,0,0,,19
1996,kraj Praha,17,SPR-RSČ,20,Laník Václav,61,NA,NA,24,0.09,,19
1996,kraj Praha,5,NEZ,23,"Lanská, CSc. Božena Ing.",59,NA,NA,5,0.22,,21
1996,kraj Praha,2,ČSSD,17,Lánská Zuzana,44,NA,NA,2515,1.91,,12
1996,kraj Praha,17,SPR-RSČ,29,Lanyi Jiří,43,NA,NA,71,0.27,,28
1996,kraj Praha,9,SČK,11,Látalová Marie,54,NA,NA,0,0,,11
1996,kraj Praha,18,LB,13,Lébl Otakar Ing.,52,NA,NA,101,0.88,,13
1996,kraj Praha,12,SDL,4,Ledl Lubomír JUDr.,43,NA,NA,32,7.65,,4
1996,kraj Praha,11,DŽJ,23,Lener Ludvík,67,NA,NA,12,0.09,,23
