rok,kraj,strana_cislo,strana_nazev,kandidat_cislo,kandidat,kandidat_vek,navrhujici_strana,prislusnost,prednostni_hlasy_abs,prednostni_hlasy_pct,mandat,poradi
2002,Vysočina,25,KOALICE,8,Kropáček Stanislav Ing.,36,US-DEU,US-DEU,475,1.1,NA,NA
2002,Vysočina,21,SNK,3,Kruntorád Jaroslav Ing. arch.,50,SNK,BEZPP,367,4.48,NA,NA
2002,Vysočina,11,RMS,13,Krupička Vladimír ,59,RMS,BEZPP,9,0.39,NA,NA
2002,Vysočina,12,CZ,1,Křovák Jiří Ing. CSc.,50,CZ,BEZPP,14,4.47,NA,NA
2002,Vysočina,11,RMS,2,Kučera Zdeněk ,26,RMS,RMS,80,3.54,NA,NA
2002,Vysočina,21,SNK,4,Kula Josef Ing.,47,SNK,BEZPP,201,2.45,NA,NA
2002,Vysočina,7,H.A.,4,Kůta Lubomír ,54,H.A.,BEZPP,3,1.01,NA,NA
2002,Vysočina,28,SZ,1,Kutil Antonín Ing.,50,SZ,BEZPP,32,0.63,NA,NA
2002,Vysočina,7,H.A.,2,Kutílková Olga Bc.,29,H.A.,BEZPP,20,6.75,NA,NA
2002,Vysočina,24,MoDS,5,Květoň Svatopluk ,60,MoDS,MoDS,4,0.7,NA,NA
2002,Vysočina,27,PB,5,Kvíčalová Jana ,51,PB,BEZPP,19,1.34,NA,NA
2002,Vysočina,27,PB,16,Lang Miroslav ,36,PB,PB,18,1.27,NA,NA
2002,Vysočina,21,SNK,10,Lapeš Jan Ing.,48,SNK,BEZPP,61,0.74,NA,NA
2002,Vysočina,16,SV SOS,11,Lebduška Čestmír ,55,SV SOS,BEZPP,27,0.65,NA,NA
2002,Vysočina,13,ČSNS,10,Lechnýř Jaroslav ,35,ČSNS,BEZPP,7,0.62,NA,NA
2002,Vysočina,27,PB,18,Lorencová Ivana ,50,PB,BEZPP,6,0.42,NA,NA
2002,Vysočina,11,RMS,9,Losenický Miroslav ,40,RMS,RMS,20,0.88,NA,NA
2002,Vysočina,11,RMS,6,Lukáš Pavel ,52,RMS,RMS,27,1.19,NA,NA
2002,Vysočina,11,RMS,5,Lukšíček Lubomír ,50,RMS,RMS,35,1.55,NA,NA
2002,Vysočina,21,SNK,13,Lysý Vladimír Ing.,45,SNK,BEZPP,100,1.22,NA,NA
2002,Vysočina,20,REP,10,Máca Jaroslav ,28,REP,BEZPP,4,1.01,NA,NA
2002,Vysočina,16,SV SOS,7,Mahelová Jaroslava Ing.,47,SV SOS,BEZPP,54,1.3,NA,NA
2002,Vysočina,2,DL,15,Machová Jindřiška ,72,DL,BEZPP,0,0,NA,NA
2002,Vysočina,9,N,8,Maixner Radek ,34,N,BEZPP,2,0.18,NA,NA
2002,Vysočina,24,MoDS,4,Malach Antonín RNDr.,50,MoDS,BEZPP,34,5.98,NA,NA
2002,Vysočina,25,KOALICE,14,Málek Jan Ing.,42,KDU-ČSL,KDU-ČSL,313,0.72,NA,NA
2002,Vysočina,21,SNK,17,Malý Josef MUDr.,53,SNK,BEZPP,187,2.28,NA,NA
2002,Vysočina,23,KSČM,15,Marek Lubomír ,53,KSČM,KSČM,322,0.64,NA,NA
2002,Vysočina,8,AZSD,2,Mariková Edita Ing.,58,AZSD,KDU-ČSL,74,8.41,NA,NA
2002,Vysočina,21,SNK,2,Marková Zdeňka ,45,SNK,SNK,243,2.96,NA,NA
2002,Vysočina,5,ODA,1,Maslák Pavel ,30,ODA,ODA,109,10.05,NA,NA
2002,Vysočina,5,ODA,20,Masláková Miloslava ,50,ODA,BEZPP,10,0.92,NA,NA
2002,Vysočina,2,DL,14,Mašat Zdeněk ,45,DL,BEZPP,2,0.82,NA,NA
2002,Vysočina,6,VPB,14,Matějů Luděk ,46,VPB,BEZPP,30,2.53,NA,NA
2002,Vysočina,16,SV SOS,20,Meloun Václav Ing.,57,SV SOS,BEZPP,52,1.25,NA,NA
2002,Vysočina,9,N,3,Mendlík Václav ,64,N,BEZPP,25,2.3,NA,NA
2002,Vysočina,23,KSČM,17,Mikulášek Bohuslav ,56,KSČM,SDS,308,0.61,NA,NA
2002,Vysočina,11,RMS,17,Milota Jan ,51,RMS,BEZPP,7,0.31,NA,NA
2002,Vysočina,23,KSČM,9,Moravec Karel Ing.,43,KSČM,KSČM,426,0.84,NA,NA
2002,Vysočina,15,SZR,1,Moravský Dan ,25,SZR,SZR,35,6.55,NA,NA
2002,Vysočina,2,DL,17,Müllerová Dana ,52,DL,BEZPP,0,0,NA,NA
2002,Vysočina,9,N,1,Musil Zdeněk Mgr.,31,N,BEZPP,58,5.35,NA,NA
2002,Vysočina,27,PB,2,Myslivec Jindřich ,52,PB,PB,26,1.84,NA,NA
2002,Vysočina,22,ODS,14,Nedvěd Josef ,44,ODS,ODS,164,0.33,NA,NA
2002,Vysočina,3,ČSSD,7,Nejedlá Dagmar PaedDr.,45,ČSSD,ČSSD,1224,1.5,NA,NA
2002,Vysočina,2,DL,13,Nekola Jiří ,40,DL,BEZPP,0,0,NA,NA
2002,Vysočina,22,ODS,1,Němcová Miroslava ,49,ODS,ODS,3158,6.43,NA,NA
2002,Vysočina,7,H.A.,10,Němec Antonín ,28,H.A.,H.A.,7,2.36,NA,NA
2002,Vysočina,24,MoDS,9,Němeček Antonín ,63,MoDS,MoDS,1,0.17,NA,NA
2002,Vysočina,27,PB,9,Neubauer Vlastimil ,46,PB,PB,26,1.84,NA,NA
2002,Vysočina,20,REP,9,Nohejlová Lada ,30,REP,BEZPP,5,1.26,NA,NA
2002,Vysočina,28,SZ,8,Nováček Ladislav ,46,SZ,BEZPP,158,3.15,NA,NA
2002,Vysočina,26,SŽJ,8,Nováček Alois Ing.,54,SŽJ,BEZPP,48,2.43,NA,NA
2002,Vysočina,23,KSČM,14,Novák Zdeněk ,57,KSČM,KSČM,510,1.01,NA,NA
2002,Vysočina,23,KSČM,11,Novák Julius Mgr.,55,KSČM,KSČM,403,0.8,NA,NA
2002,Vysočina,26,SŽJ,14,Nováková Marie ,51,SŽJ,SŽJ,31,1.57,NA,NA
2002,Vysočina,21,SNK,1,Novotný Josef Ing.,50,SNK,SNK,592,7.23,NA,NA
2002,Vysočina,15,SZR,2,Obhlídalová Irena ,46,SZR,SZR,22,4.11,NA,NA
2002,Vysočina,27,PB,12,Odvářka Bohuslav ,49,PB,PB,20,1.41,NA,NA
2002,Vysočina,5,ODA,17,Olbrichová Monika ,32,ODA,BEZPP,0,0,NA,NA
2002,Vysočina,24,MoDS,17,Olmová Simona ,37,MoDS,BEZPP,2,0.35,NA,NA
2002,Vysočina,6,VPB,11,Orel Libor Bc.,37,VPB,BEZPP,25,2.1,NA,NA
2002,Vysočina,23,KSČM,6,Oulehla Drahoslav JUDr.,50,KSČM,KSČM,1912,3.8,NA,NA
2002,Vysočina,7,H.A.,20,Ovčáčíková Alena ,27,H.A.,BEZPP,6,2.02,NA,NA
2002,Vysočina,11,RMS,18,Pabousek Ludvík ,55,RMS,BEZPP,6,0.26,NA,NA
2002,Vysočina,3,ČSSD,19,Pacner Michael ,58,ČSSD,ČSSD,337,0.41,NA,NA
2002,Vysočina,16,SV SOS,15,Pátek Miloš Ing.,42,SV SOS,BEZPP,23,0.55,NA,NA
2002,Vysočina,5,ODA,2,Pech Miroslav Mgr.,37,ODA,ODA,49,4.52,NA,NA
2002,Vysočina,6,VPB,7,Pelán Blažej ,33,VPB,BEZPP,70,5.9,NA,NA
2002,Vysočina,5,ODA,15,Pelikán Radek ,52,ODA,ODA,3,0.27,NA,NA
2002,Vysočina,12,CZ,7,Pella Marek ,30,CZ,BEZPP,2,0.63,NA,NA
2002,Vysočina,6,VPB,1,Perk Lubomír Ing.,34,VPB,VPB,29,2.44,NA,NA
2002,Vysočina,22,ODS,16,Perka Patrik ,25,ODS,ODS,248,0.5,NA,NA
2002,Vysočina,25,KOALICE,15,Pertl Martin ,31,US-DEU,US-DEU,77,0.17,NA,NA
2002,Vysočina,22,ODS,2,Pešán Jaroslav MVDr.,55,ODS,ODS,1256,2.55,NA,NA
2002,Vysočina,27,PB,19,Pešek Vladimír ,40,PB,BEZPP,6,0.42,NA,NA
2002,Vysočina,13,ČSNS,14,Petráš Miroslav ,52,ČSNS,BEZPP,5,0.44,NA,NA
2002,Vysočina,9,N,2,Pink Tomáš MUDr.,31,N,BEZPP,43,3.97,NA,NA
2002,Vysočina,3,ČSSD,12,Piňos Petr ,33,ČSSD,ČSSD,358,0.43,NA,NA
2002,Vysočina,22,ODS,4,Pípal Zbyněk Ing.,30,ODS,ODS,1142,2.32,NA,NA
2002,Vysočina,11,RMS,12,Piskač Stanislav ,62,RMS,BEZPP,5,0.22,NA,NA
2002,Vysočina,20,REP,5,Píša Pavel ,59,REP,REP,7,1.77,NA,NA
2002,Vysočina,7,H.A.,16,Plzák Valentýn ,29,H.A.,H.A.,1,0.33,NA,NA
2002,Vysočina,15,SZR,3,Podzimková Irena ,27,SZR,BEZPP,34,6.36,NA,NA
2002,Vysočina,16,SV SOS,19,Popela Karel ,40,SV SOS,BEZPP,47,1.13,NA,NA
2002,Vysočina,7,H.A.,1,Popelka Jaroslav Mgr.,46,H.A.,BEZPP,12,4.05,NA,NA
2002,Vysočina,1,NDS,5,Pořízek Miroslav ,23,NDS,BEZPP,11,4.84,NA,NA
2002,Vysočina,21,SNK,14,Pospíchal Jaroslav ,59,SNK,BEZPP,82,1,NA,NA
2002,Vysočina,28,SZ,11,Prát František MVDr.,68,SZ,SZ,33,0.65,NA,NA
2002,Vysočina,28,SZ,2,Prchal Vít ,32,SZ,SZ,305,6.08,NA,NA
2002,Vysočina,6,VPB,15,Prokeš Radim ,28,VPB,BEZPP,4,0.33,NA,NA
2002,Vysočina,7,H.A.,9,Prokeš Otakar ,23,H.A.,BEZPP,12,4.05,NA,NA
2002,Vysočina,22,ODS,10,Přibyl Vladimír DiS.,25,ODS,ODS,572,1.16,NA,NA
2002,Vysočina,24,MoDS,3,Přidal Dušan Ing.,65,MoDS,MoDS,6,1.05,NA,NA
2002,Vysočina,26,SŽJ,5,Příhodová Drahomíra ,64,SŽJ,SŽJ,27,1.37,NA,NA
2002,Vysočina,27,PB,15,Pytlík Josef ,55,PB,PB,4,0.28,NA,NA
2002,Vysočina,22,ODS,6,Rohovský Ivo ,55,ODS,ODS,683,1.39,NA,NA
2002,Vysočina,25,KOALICE,18,Rosendorf Radomír Bc.,30,KDU-ČSL,KDU-ČSL,416,0.96,NA,NA
2002,Vysočina,9,N,4,Rubinsteinová Vladimíra ,45,N,BEZPP,11,1.01,NA,NA
2002,Vysočina,25,KOALICE,16,Rudišar Luboš Ing.,35,KDU-ČSL,KDU-ČSL,166,0.38,NA,NA
2002,Vysočina,23,KSČM,3,Rusová Marie JUDr.,51,KSČM,KSČM,1822,3.63,NA,NA
2002,Vysočina,28,SZ,5,Růžička Jiří Ing.,55,SZ,SZ,113,2.25,NA,NA
2002,Vysočina,28,SZ,15,Růžička Filip ,23,SZ,SZ,45,0.89,NA,NA
2002,Vysočina,5,ODA,10,Rys Jaromír ,74,ODA,ODA,3,0.27,NA,NA
2002,Vysočina,1,NDS,4,Řeháček Vlastimil ,43,NDS,BEZPP,6,2.64,NA,NA
2002,Vysočina,24,MoDS,2,Řičánek Jaroslav MUDr.,63,MoDS,MoDS,26,4.57,NA,NA
2002,Vysočina,24,MoDS,16,Sečkář Josef ,53,MoDS,MoDS,2,0.35,NA,NA
2002,Vysočina,11,RMS,19,Sedmík Jiří ,56,RMS,BEZPP,5,0.22,NA,NA
2002,Vysočina,23,KSČM,10,Semorád Zdeněk ,49,KSČM,KSČM,833,1.65,NA,NA
2002,Vysočina,3,ČSSD,4,Schling Jaromír Ing.,55,ČSSD,ČSSD,1951,2.39,NA,NA
2002,Vysočina,20,REP,6,Schmierová Eva ,52,REP,BEZPP,7,1.77,NA,NA
2002,Vysočina,27,PB,20,Schoula František ,42,PB,PB,4,0.28,NA,NA
2002,Vysočina,2,DL,11,Schrötter Michal Ing.,27,DL,BEZPP,3,1.23,NA,NA
2002,Vysočina,24,MoDS,12,Schusterová Ludmila Ing.,53,MoDS,MoDS,5,0.88,NA,NA
2002,Vysočina,6,VPB,5,Skála Vít Ing.,31,VPB,BEZPP,35,2.95,NA,NA
2002,Vysočina,16,SV SOS,16,Skalníková Věra Ing.,44,SV SOS,BEZPP,38,0.91,NA,NA
2002,Vysočina,28,SZ,14,Slavingerová Alena Ing.,49,SZ,BEZPP,107,2.13,NA,NA
2002,Vysočina,13,ČSNS,17,Smejkal Jan ,29,ČSNS,BEZPP,7,0.62,NA,NA
2002,Vysočina,7,H.A.,5,Smékal Josef PaedDr.,57,H.A.,ČSSD,18,6.08,NA,NA
2002,Vysočina,7,H.A.,8,Smékalová Jana Mgr.,57,H.A.,BEZPP,11,3.71,NA,NA
2002,Vysočina,24,MoDS,19,Sobotka Miloslav ,29,MoDS,BEZPP,4,0.7,NA,NA
2002,Vysočina,22,ODS,5,Sojka Vlastimil PhDr.,43,ODS,ODS,1469,2.99,NA,NA
2002,Vysočina,22,ODS,19,Sokolíček Josef ,63,ODS,ODS,263,0.53,NA,NA
2002,Vysočina,16,SV SOS,9,Součková Eva MUDr.,59,SV SOS,BEZPP,91,2.2,NA,NA
2002,Vysočina,13,ČSNS,8,Stanislav Jiří ,55,ČSNS,ČSNS,8,0.71,NA,NA
2002,Vysočina,16,SV SOS,5,Stecovič Josef Ing.,59,SV SOS,SV SOS,35,0.84,NA,NA
2002,Vysočina,26,SŽJ,17,Stehno Tomáš ,24,SŽJ,BEZPP,13,0.65,NA,NA
2002,Vysočina,6,VPB,12,Stejskalová Iveta ,26,VPB,BEZPP,51,4.3,NA,NA
2002,Vysočina,23,KSČM,7,Stoček Petr Ing.,56,KSČM,KSČM,986,1.96,NA,NA
2002,Vysočina,2,DL,2,Straková Eva ,27,DL,BEZPP,4,1.64,NA,NA
2002,Vysočina,3,ČSSD,13,Stránský Milan ,52,ČSSD,ČSSD,358,0.43,NA,NA
2002,Vysočina,16,SV SOS,17,Strašil Jaromír Ing.,48,SV SOS,BEZPP,22,0.53,NA,NA
2002,Vysočina,2,DL,7,Střelická Kateřina ,27,DL,BEZPP,1,0.41,NA,NA
2002,Vysočina,21,SNK,12,Suchardová Jiřina PaedDr.,53,SNK,BEZPP,241,2.94,NA,NA
2002,Vysočina,26,SŽJ,15,Svoboda Milan Ing.,66,SŽJ,SŽJ,7,0.35,NA,NA
2002,Vysočina,11,RMS,4,Svoboda Karel ,49,RMS,RMS,87,3.85,NA,NA
2002,Vysočina,5,ODA,4,Svobodová Helena Ing.,44,ODA,ODA,12,1.1,NA,NA
2002,Vysočina,26,SŽJ,1,Šilhavá Ludmila Mgr.,75,SŽJ,SŽJ,172,8.73,NA,NA
2002,Vysočina,2,DL,3,Šimek Karel ,28,DL,BEZPP,3,1.23,NA,NA
2002,Vysočina,6,VPB,17,Šimek Miloslav ,45,VPB,BEZPP,9,0.75,NA,NA
2002,Vysočina,2,DL,8,Šitner Roman ,22,DL,BEZPP,6,2.46,NA,NA
2002,Vysočina,2,DL,5,Šlechtický Marek ,28,DL,BEZPP,4,1.64,NA,NA
2002,Vysočina,23,KSČM,4,Šlechtický Pavel Ing.,58,KSČM,KSČM,871,1.73,NA,NA
2002,Vysočina,26,SŽJ,7,Šlosárek David Ing.,27,SŽJ,SŽJ,77,3.9,NA,NA
2002,Vysočina,5,ODA,13,Šmergl Jan Ing.,72,ODA,ODA,2,0.18,NA,NA
2002,Vysočina,16,SV SOS,12,Šmídová Stanislava Ing.,53,SV SOS,SV SOS,71,1.71,NA,NA
2002,Vysočina,22,ODS,8,Šoposká Lenka Mgr.,37,ODS,ODS,951,1.93,NA,NA
2002,Vysočina,5,ODA,16,Šrámková Jana Mgr.,45,ODA,BEZPP,4,0.36,NA,NA
2002,Vysočina,13,ČSNS,13,Štecher Josef ,33,ČSNS,ČSNS,16,1.43,NA,NA
2002,Vysočina,21,SNK,6,Štěpánek Zdeněk Mgr.,44,SNK,BEZPP,124,1.51,NA,NA
2002,Vysočina,16,SV SOS,3,Štěpničková Dana ,38,SV SOS,BEZPP,62,1.49,NA,NA
2002,Vysočina,25,KOALICE,20,Štěrba Zdeněk ,47,US-DEU,US-DEU,91,0.21,NA,NA
2002,Vysočina,5,ODA,3,Štork Rostislav RNDr.,32,ODA,ODA,51,4.7,NA,NA
2002,Vysočina,1,NDS,7,Švarc Jaroslav ,41,NDS,BEZPP,2,0.88,NA,NA
2002,Vysočina,21,SNK,16,Švaříčková Zdenka ,55,SNK,BEZPP,95,1.16,NA,NA
2002,Vysočina,26,SŽJ,12,Švecová Dana ,42,SŽJ,SŽJ,30,1.52,NA,NA
2002,Vysočina,2,DL,20,Švejda Jiří ,43,DL,BEZPP,0,0,NA,NA
2002,Vysočina,13,ČSNS,16,Tesařová Helena ,45,ČSNS,BEZPP,1,0.08,NA,NA
2002,Vysočina,6,VPB,2,Thál Josef Ing.,50,VPB,BEZPP,26,2.19,NA,NA
2002,Vysočina,26,SŽJ,6,Tittlerová Ludmila ,43,SŽJ,SŽJ,111,5.63,NA,NA
2002,Vysočina,23,KSČM,20,Toman Ludvík ,52,KSČM,KSČM,443,0.88,NA,NA
2002,Vysočina,13,ČSNS,1,Toman Lubomír ,31,ČSNS,ČSNS,54,4.85,NA,NA
2002,Vysočina,11,RMS,20,Tošer Vladimír ,45,RMS,RMS,12,0.53,NA,NA
2002,Vysočina,16,SV SOS,14,Trnka František Prof.Ing.,71,SV SOS,SV SOS,32,0.77,NA,NA
2002,Vysočina,1,NDS,6,Troníček Zdeněk Samson ,36,NDS,BEZPP,8,3.52,NA,NA
2002,Vysočina,7,H.A.,18,Trutnová Marie ,56,H.A.,BEZPP,0,0,NA,NA
2002,Vysočina,3,ČSSD,1,Tvrdík Jaroslav Ing.,33,ČSSD,ČSSD,16386,20.11,NA,NA
2002,Vysočina,11,RMS,8,Uhlík Oldřich ,60,RMS,RMS,5,0.22,NA,NA
2002,Vysočina,11,RMS,10,Uhlíková Jarmila ,68,RMS,RMS,10,0.44,NA,NA
2002,Vysočina,22,ODS,9,Urban Karel ,58,ODS,ODS,448,0.91,NA,NA
2002,Vysočina,13,ČSNS,19,Urbánek Michal ,24,ČSNS,BEZPP,3,0.26,NA,NA
2002,Vysočina,11,RMS,1,Valenta Josef ,51,RMS,RMS,145,6.43,NA,NA
2002,Vysočina,9,N,6,Valenta Štěpán ,46,N,N,10,0.92,NA,NA
2002,Vysočina,25,KOALICE,19,Vališová Jana Ing.,35,US-DEU,US-DEU,115,0.26,NA,NA
2002,Vysočina,6,VPB,9,Váně Jan MUDr.,38,VPB,BEZPP,39,3.29,NA,NA
2002,Vysočina,2,DL,1,Vaněk Bohdan Ing. M.A.,28,DL,DL,12,4.93,NA,NA
2002,Vysočina,7,H.A.,17,Vápenka Miroslav ,49,H.A.,BEZPP,0,0,NA,NA
2002,Vysočina,12,CZ,8,Vávrová Ivana ,36,CZ,BEZPP,8,2.55,NA,NA
2002,Vysočina,23,KSČM,8,Vejmělek Ladislav Ing.,42,KSČM,KSČM,865,1.72,NA,NA
2002,Vysočina,16,SV SOS,1,Veleba Jan Ing. prom. soc.,54,SV SOS,SV SOS,278,6.72,NA,NA
2002,Vysočina,25,KOALICE,7,Veselá Ludmila Ing.,50,KDU-ČSL,KDU-ČSL,1387,3.21,NA,NA
2002,Vysočina,25,KOALICE,10,Veselý Stanislav Ing.,39,US-DEU,US-DEU,321,0.74,NA,NA
2002,Vysočina,22,ODS,18,Veselý Vladislav ,53,ODS,ODS,109,0.22,NA,NA
2002,Vysočina,2,DL,9,Vetyšková Martina ,27,DL,BEZPP,4,1.64,NA,NA
2002,Vysočina,22,ODS,15,Vichr Pavel Ing.,27,ODS,ODS,295,0.6,NA,NA
2002,Vysočina,27,PB,17,Vlk Alois ,54,PB,PB,1,0.07,NA,NA
2002,Vysočina,26,SŽJ,2,Vlková Miloslava PaedDr.,62,SŽJ,SŽJ,55,2.79,NA,NA
2002,Vysočina,3,ČSSD,6,Volfová Jana Mgr.,44,ČSSD,ČSSD,5655,6.94,NA,NA
2002,Vysočina,2,DL,12,Vondráková Naděžda ,55,DL,BEZPP,3,1.23,NA,NA
2002,Vysočina,9,N,9,Vostrejžová Jitka ,34,N,BEZPP,37,3.41,NA,NA
2002,Vysočina,21,SNK,19,Vrzáček Miroslav ,57,SNK,BEZPP,24,0.29,NA,NA
2002,Vysočina,3,ČSSD,20,Vybíral Karel Ing.,54,ČSSD,ČSSD,197,0.24,NA,NA
2002,Vysočina,12,CZ,2,Vyhlídal Zdeněk PhDr.,68,CZ,NEZ,27,8.62,NA,NA
2002,Vysočina,24,MoDS,15,Vyhlídal Pavel Ing.,37,MoDS,MoDS,1,0.17,NA,NA
2002,Vysočina,23,KSČM,19,Vyhnalíková Blanka Mgr.,56,KSČM,KSČM,509,1.01,NA,NA
2002,Vysočina,2,DL,10,Vychodil Ondřej ,23,DL,BEZPP,1,0.41,NA,NA
2002,Vysočina,3,ČSSD,8,Vymětal Vojtěch Ing.,53,ČSSD,ČSSD,1695,2.08,NA,NA
2002,Vysočina,5,ODA,11,Walková Hana ,29,ODA,BEZPP,22,2.02,NA,NA
2002,Vysočina,24,MoDS,14,Wlodková Helena MUDr.,55,MoDS,MoDS,9,1.58,NA,NA
2002,Vysočina,19,ČP,3,Zabloudil Leo ,37,ČP,BEZPP,4,9.75,NA,NA
2002,Vysočina,26,SŽJ,10,Zajíc Jiří ,62,SŽJ,SŽJ,25,1.26,NA,NA
2002,Vysočina,6,VPB,6,Zajíc Pavel ,34,VPB,VPB,27,2.27,NA,NA
2002,Vysočina,27,PB,7,Zejda Antonín ,51,PB,PB,57,4.04,NA,NA
2002,Vysočina,19,ČP,2,Zeman Jaroslav ,43,ČP,BEZPP,4,9.75,NA,NA
2002,Vysočina,7,H.A.,11,Zeman Libor ,28,H.A.,BEZPP,5,1.68,NA,NA
2002,Vysočina,3,ČSSD,3,Zgarba Petr Ing.,42,ČSSD,ČSSD,2326,2.85,NA,NA
2002,Vysočina,2,DL,19,Zobal Ivo ,44,DL,BEZPP,0,0,NA,NA
2002,Vysočina,5,ODA,19,Žáček Jan ,70,ODA,BEZPP,1,0.09,NA,NA
2002,Vysočina,28,SZ,13,Žáček Jiří ,40,SZ,SZ,49,0.97,NA,NA
2002,Vysočina,25,KOALICE,9,Žáková Hana ,33,KDU-ČSL,KDU-ČSL,1112,2.57,NA,NA
2002,Vysočina,22,ODS,11,Žaloudek Stanislav ,40,ODS,ODS,345,0.7,NA,NA
2002,Vysočina,24,MoDS,7,Žamberský Evžen Ing.,75,MoDS,MoDS,13,2.28,NA,NA
2002,Jihomoravský kraj,23,KSČM,6,Adam Vojtěch MUDr.,51,KSČM,BEZPP,1902,1.74,NA,NA
2002,Jihomoravský kraj,25,KOALICE,24,Adamec František MUDr.,50,KDU-ČSL,KDU-ČSL,990,1.03,NA,NA
2002,Jihomoravský kraj,26,SŽJ,25,Adámek Jiří PhDr.,62,SŽJ,HSMS,16,0.38,NA,NA
2002,Jihomoravský kraj,6,VPB,4,Alexová Eva ,21,VPB,VPB,77,5.62,NA,NA
2002,Jihomoravský kraj,16,SV SOS,28,Ambroz Vojtěch ,38,SV SOS,SV SOS,6,0.14,NA,NA
2002,Jihomoravský kraj,25,KOALICE,1,Ambrozek Libor RNDr.,35,KDU-ČSL,KDU-ČSL,9180,9.6,NA,NA
2002,Jihomoravský kraj,15,SZR,6,Andělová Jarmila ,48,SZR,SZR,21,2.58,NA,NA
2002,Jihomoravský kraj,7,H.A.,17,Andrš Michal ,27,H.A.,BEZPP,1,0.17,NA,NA
2002,Jihomoravský kraj,27,PB,23,Arabčuková Anna ,54,PB,PB,0,0,NA,NA
2002,Jihomoravský kraj,13,ČSNS,24,Bábík Jan ,52,ČSNS,ČSNS,18,0.37,NA,NA
2002,Jihomoravský kraj,23,KSČM,24,Baláš Vojtěch ,51,KSČM,BEZPP,156,0.14,NA,NA
2002,Jihomoravský kraj,2,DL,34,Balcarová Markéta ,23,DL,BEZPP,0,0,NA,NA
2002,Jihomoravský kraj,16,SV SOS,15,Baldrian Vladimír ,51,SV SOS,BEZPP,21,0.52,NA,NA
2002,Jihomoravský kraj,12,CZ,27,Baňoch Vladimír ,51,CZ,NEZ,15,1.11,NA,NA
2002,Jihomoravský kraj,27,PB,16,Bardoň Marcel ,26,PB,BEZPP,23,0.88,NA,NA
2002,Jihomoravský kraj,13,ČSNS,29,Bartoník František Mgr.,71,ČSNS,ČSNS,11,0.22,NA,NA
2002,Jihomoravský kraj,22,ODS,2,Bartoš Walter PhDr.,41,ODS,ODS,2123,1.83,NA,NA
2002,Jihomoravský kraj,5,ODA,6,Bartošek Miroslav ,51,ODA,ODA,13,0.52,NA,NA
2002,Jihomoravský kraj,21,SNK,29,Bařina František ,50,SNK,BEZPP,57,0.38,NA,NA
2002,Jihomoravský kraj,23,KSČM,3,Bayerová Marta RNDr.,46,KSČM,KSČM,4905,4.5,NA,NA
2002,Jihomoravský kraj,25,KOALICE,20,Bedrava Martin Ing.,40,KDU-ČSL,KDU-ČSL,962,1,NA,NA
2002,Jihomoravský kraj,11,RMS,28,Běhal Ivo ,40,RMS,BEZPP,5,0.1,NA,NA
2002,Jihomoravský kraj,5,ODA,32,Bělka Pavel ,37,ODA,ODA,3,0.12,NA,NA
2002,Jihomoravský kraj,7,H.A.,7,Bělochová Jana ,39,H.A.,BEZPP,12,2.1,NA,NA
2002,Jihomoravský kraj,25,KOALICE,30,Benada Stanislav Ing.,45,KDU-ČSL,KDU-ČSL,260,0.27,NA,NA
2002,Jihomoravský kraj,20,REP,14,Benák Miroslav ,62,REP,REP,2,0.37,NA,NA
2002,Jihomoravský kraj,28,SZ,11,Benda Petr RNDr.,60,SZ,SZ,73,0.53,NA,NA
2002,Jihomoravský kraj,2,DL,8,Benedíková Monika ,21,DL,BEZPP,4,0.93,NA,NA
2002,Jihomoravský kraj,25,KOALICE,32,Berka Pavel Ing.,30,KDU-ČSL,KDU-ČSL,407,0.42,NA,NA
2002,Jihomoravský kraj,5,ODA,2,Berka Jiří MUDr.,49,ODA,ODA,135,5.4,NA,NA
2002,Jihomoravský kraj,25,KOALICE,17,Bernášek Jaroslav Ing.,51,US-DEU,US-DEU,190,0.19,NA,NA
2002,Jihomoravský kraj,3,ČSSD,24,Bílek Karel PaedDr.,51,ČSSD,ČSSD,318,0.19,NA,NA
2002,Jihomoravský kraj,28,SZ,34,Binder Leopold ,42,SZ,SZ,16,0.11,NA,NA
2002,Jihomoravský kraj,22,ODS,28,Blažek Eduard ,37,ODS,ODS,118,0.1,NA,NA
2002,Jihomoravský kraj,7,H.A.,13,Blažková Jana ,39,H.A.,BEZPP,6,1.05,NA,NA
2002,Jihomoravský kraj,11,RMS,23,Borecký Mečislav ,50,RMS,RMS,16,0.32,NA,NA
2002,Jihomoravský kraj,9,N,7,Borek Josef ,51,N,BEZPP,15,0.5,NA,NA
2002,Jihomoravský kraj,11,RMS,13,Boudný Jaroslav ,59,RMS,RMS,40,0.81,NA,NA
2002,Jihomoravský kraj,23,KSČM,16,Brázda Petr ,48,KSČM,KSČM,282,0.25,NA,NA
2002,Jihomoravský kraj,28,SZ,4,Brzobohatý Pavel ,41,SZ,SZ,84,0.62,NA,NA
2002,Jihomoravský kraj,23,KSČM,22,Březa Pavel Ing.,60,KSČM,KSČM,262,0.24,NA,NA
2002,Jihomoravský kraj,13,ČSNS,20,Budík Vlastimil Ing.,50,ČSNS,ČSNS,13,0.26,NA,NA
2002,Jihomoravský kraj,2,DL,17,Buráňová Marie ,50,DL,BEZPP,4,0.93,NA,NA
2002,Jihomoravský kraj,11,RMS,2,Bureš Josef ,50,RMS,RMS,71,1.43,NA,NA
